14808,23402,28975,28935,28884
23450,28936,28911,28895,28681
23408,28790,28947,28920,23544
28926,28990,29004,28936,23437
23462,28976,28865,28844,23301
28803,28854,28840,28773,19854
23490,28669,28865,24089,19477
28541,24517,24346,23429,16917
23327,23889,24126,23307,16798
23229,24255,24105,23271,16713
